email_lenghth,word_free_freq,word_win_freq,word_click_freq,suspicious_words_freq,is_spam
838,14,4,3,59,1
323,14,3,4,21,1
369,13,3,3,53,1
387,12,4,3,27,1
415,10,9,3,49,1
544,12,8,2,5,1
656,8,8,0,29,1
215,9,5,2,9,1
593,3,2,4,49,1
60,16,5,1,55,1
350,13,9,4,38,1
778,17,3,0,13,1
850,10,2,1,53,1
151,15,5,4,45,1
474,0,5,0,41,1
441,6,1,4,21,1
828,9,8,1,56,1
263,8,7,1,40,1
740,2,5,4,25,1
137,13,0,2,9,1
602,14,1,4,1,1
450,1,3,4,2,0
637,13,6,4,47,1
938,15,8,2,41,1
95,6,9,3,54,1
721,3,4,1,10,1
512,17,9,0,9,1
641,4,1,1,11,1
359,5,0,1,13,1
135,6,9,3,29,1
141,14,0,1,40,1
709,0,4,1,59,1
722,3,6,2,12,1
763,0,8,2,29,1
985,10,8,2,37,1
977,17,7,2,10,1
291,13,0,2,0,0
914,10,4,0,26,1
51,9,5,3,46,1
274,16,5,4,38,1
850,3,3,2,42,1
794,14,0,3,48,1
975,15,2,4,36,1
978,12,9,1,8,1
638,8,3,1,57,1
165,10,3,3,47,1
715,10,3,0,42,1
967,5,4,0,25,1
152,0,8,3,24,1
243,5,3,0,16,1
215,12,8,0,5,1
920,4,8,1,14,1
139,14,0,0,2,1
735,17,4,0,30,1
171,19,8,3,27,1
192,13,3,0,8,1
155,14,4,2,43,1
936,4,3,2,50,1
477,3,1,3,17,1
354,1,9,2,47,1
921,6,1,1,39,1
366,9,1,3,31,1
684,15,0,0,18,1
951,9,2,2,4,1
58,17,9,1,43,1
823,16,0,3,5,1
122,12,3,3,11,1
408,0,0,0,57,1
272,0,3,4,46,1
465,14,2,2,41,1
602,0,8,1,16,1
419,5,0,3,38,1
765,12,7,2,58,1
313,0,8,1,6,0
889,4,6,1,52,1
739,8,0,3,56,1
909,16,3,2,10,1
367,15,9,1,33,1
133,7,0,3,52,1
367,16,3,2,1,1
160,14,2,2,13,1
300,0,1,3,17,1
432,11,0,2,47,1
56,4,5,4,59,1
508,5,6,1,42,1
133,0,5,1,8,0
257,0,8,2,38,1
949,9,8,3,3,1
439,9,1,0,47,1
363,2,1,2,13,1
71,16,8,0,10,1
459,18,0,2,29,1
944,10,4,0,39,1
564,17,0,2,42,1
176,1,6,3,26,1
858,8,8,0,28,1
749,16,5,4,51,1
923,13,1,3,31,1
63,3,5,2,48,1
61,16,8,0,59,1
136,16,2,1,29,1
573,11,8,3,25,1
958,19,7,0,29,1
586,17,6,3,50,1
350,2,7,0,9,1
292,10,9,1,11,1
171,17,5,4,32,1
196,3,2,1,33,1
616,16,6,2,17,1
799,17,3,3,38,1
405,4,9,4,15,1
734,13,4,3,44,1
953,9,7,0,3,1
782,14,6,2,9,1
680,0,6,2,27,1
358,15,7,3,40,1
744,10,9,2,17,1
337,19,2,3,8,1
356,5,2,0,21,1
861,15,1,0,9,1
643,1,0,3,39,1
963,0,9,1,22,1
772,8,5,1,42,1
711,11,5,0,12,1
598,16,9,4,23,1
401,14,7,1,12,1
361,18,5,3,47,1
922,9,5,0,44,1
108,11,0,2,24,1
692,13,6,2,43,1
973,8,6,1,46,1
763,12,9,4,28,1
804,2,8,1,15,1
84,13,6,4,39,1
494,9,7,1,5,1
142,15,3,2,55,1
999,6,8,4,7,1
256,3,0,2,33,1
402,19,7,3,17,1
952,10,2,3,42,1
381,15,0,0,31,1
866,19,1,2,48,1
911,3,5,2,9,1
774,16,4,0,33,1
208,12,2,3,22,1
73,10,8,3,58,1
453,2,7,4,18,1
854,8,2,4,19,1
565,5,1,3,51,1
781,10,7,1,51,1
413,15,4,2,33,1
431,18,8,4,58,1
581,4,0,1,37,1
201,13,9,4,16,1
611,16,2,0,43,1
738,2,4,2,4,0
996,3,1,4,1,0
657,15,2,3,40,1
666,15,3,0,33,1
469,3,3,0,53,1
299,18,8,3,19,1
166,16,0,0,45,1
915,12,8,2,53,1
561,0,8,4,46,1
789,11,5,0,1,1
627,3,0,2,27,1
384,10,5,3,17,1
467,4,7,4,43,1
981,1,4,3,38,1
823,16,4,4,47,1
344,7,0,0,50,1
987,5,0,0,34,1
804,8,7,4,14,1
420,12,4,2,46,1
235,10,7,2,38,1
295,15,9,2,39,1
686,15,1,1,38,1
317,1,3,2,2,0
692,9,9,0,18,1
286,11,8,1,22,1
579,7,2,2,18,1
601,10,5,0,17,1
70,9,6,1,29,1
960,12,2,0,38,1
786,16,0,4,18,1
916,6,1,0,4,0
843,2,9,1,54,1
569,19,6,2,12,1
149,12,6,1,33,1
801,18,0,2,23,1
527,6,9,2,17,1
648,8,6,3,3,1
347,18,9,4,35,1
989,12,5,3,7,1
575,7,5,1,42,1
383,17,6,3,0,1
51,1,6,2,59,1
424,17,0,1,40,1
342,17,9,3,37,1
886,10,4,0,35,1
983,0,7,4,37,1
602,13,7,0,12,1
367,15,2,1,21,1
551,10,2,3,28,1
877,0,6,2,8,1
430,6,3,3,26,1
672,15,5,1,45,1
63,13,8,1,43,1
553,14,9,1,3,1
280,13,1,1,39,1
133,10,1,3,16,1
179,15,5,0,53,1
792,18,2,2,36,1
887,16,0,2,2,1
194,5,1,4,3,0
940,10,6,1,39,1
906,16,3,1,15,1
77,8,1,1,10,1
115,17,7,0,26,1
212,16,3,1,25,1
278,11,3,4,58,1
310,4,1,4,30,1
498,10,0,0,33,1
473,3,0,1,7,0
509,3,2,3,38,1
725,2,5,3,0,0
350,16,6,2,1,1
968,6,8,0,54,1
352,3,4,3,26,1
336,12,8,2,44,1
444,11,7,4,42,1
59,0,0,2,2,0
756,18,2,1,33,1
679,19,7,1,15,1
319,17,8,4,0,1
641,10,3,0,6,1
654,19,5,1,34,1
827,2,3,1,21,1
893,16,8,2,47,1
911,11,1,2,31,1
410,9,5,2,25,1
306,7,2,3,55,1
182,14,9,4,5,1
325,4,3,0,45,1
825,3,1,2,54,1
732,19,7,0,10,1
562,18,9,2,30,1
362,3,7,1,53,1
625,14,0,0,54,1
935,16,9,3,20,1
333,11,5,2,56,1
170,2,0,4,50,1
156,9,5,1,21,1
982,14,6,2,56,1
736,9,1,0,0,0
253,17,8,2,20,1
214,0,7,1,44,1
354,2,8,4,19,1
546,11,9,4,8,1
681,0,3,4,26,1
605,2,3,1,28,1
873,2,7,2,42,1
205,4,0,1,32,1
416,18,7,1,44,1
768,0,6,2,51,1
951,3,6,3,0,0
669,3,8,4,2,1
300,16,9,0,31,1
965,13,6,0,19,1
931,17,1,2,16,1
383,0,0,0,36,1
691,15,0,3,37,1
560,2,6,1,48,1
342,8,4,4,9,1
69,3,3,0,42,1
331,4,4,0,44,1
846,10,9,2,28,1
50,8,9,2,41,1
168,2,5,1,45,1
84,5,9,4,59,1
247,10,5,0,31,1
534,8,0,1,12,1
806,14,1,4,30,1
108,2,2,1,59,1
886,0,3,0,3,0
210,19,5,2,51,1
740,18,8,2,48,1
255,13,1,2,17,1
61,16,7,3,10,1
539,13,8,1,41,1
325,16,1,0,52,1
742,13,8,1,17,1
291,11,6,2,50,1
265,15,8,1,40,1
300,0,5,4,36,1
860,12,1,1,32,1
175,5,7,3,36,1
266,16,9,3,2,1
355,11,8,2,0,1
846,18,7,0,18,1
234,5,1,4,58,1
88,6,7,0,5,1
272,0,2,0,9,0
233,0,2,4,36,1
544,4,8,3,11,1
476,5,8,2,43,1
227,15,8,1,16,1
968,15,3,3,26,1
477,13,6,2,1,1
343,0,7,3,52,1
901,12,4,4,24,1
200,19,0,0,58,1
433,9,8,4,45,1
687,9,5,1,43,1
862,8,2,4,27,1
357,12,2,0,44,1
385,2,9,3,36,1
995,17,0,2,36,1
795,19,7,1,16,1
941,1,1,3,4,0
424,16,0,2,55,1
57,18,6,0,56,1
390,12,8,4,57,1
178,12,5,3,18,1
825,0,7,2,3,0
718,1,7,2,38,1
401,0,8,4,54,1
407,4,6,3,48,1
566,2,8,3,42,1
544,6,8,0,37,1
135,12,0,3,44,1
224,17,5,4,43,1
851,6,7,3,29,1
242,0,9,0,31,1
360,4,8,2,56,1
168,16,3,3,36,1
267,7,1,4,55,1
476,14,8,3,26,1
463,19,8,1,31,1
163,3,7,0,41,1
194,1,2,2,10,0
587,4,4,1,40,1
697,0,1,4,57,1
352,4,2,3,57,1
793,5,0,0,12,1
930,1,3,3,34,1
637,0,4,3,16,1
889,3,1,3,29,1
394,6,2,3,17,1
863,0,5,0,36,1
850,0,5,1,47,1
50,7,6,4,29,1
196,19,8,1,25,1
336,15,3,0,54,1
703,12,4,4,15,1
102,17,1,2,10,1
353,19,5,1,53,1
118,9,3,0,3,0
410,11,4,0,40,1
651,0,6,0,14,1
269,9,5,4,11,1
753,8,7,3,26,1
624,2,5,2,47,1
634,18,9,4,3,1
210,8,7,4,34,1
730,9,3,1,58,1
138,18,6,2,20,1
737,15,2,0,35,1
830,17,0,4,1,1
634,13,8,2,50,1
806,2,8,1,38,1
638,1,5,3,27,1
208,0,1,2,33,1
538,17,7,0,32,1
373,8,9,4,49,1
659,12,5,3,59,1
430,1,6,1,7,0
151,6,0,0,7,0
543,15,2,3,59,1
693,18,0,1,41,1
663,14,9,0,49,1
68,10,0,4,21,1
503,0,0,1,26,1
531,6,3,3,27,1
643,19,6,0,10,1
446,7,6,2,26,1
328,9,4,0,54,1
900,4,5,3,0,0
414,8,1,3,38,1
380,0,4,2,27,1
690,1,6,3,26,1
393,18,8,0,7,1
871,13,5,1,56,1
504,19,9,0,45,1
650,9,3,3,23,1
774,8,2,2,50,1
704,9,8,2,39,1
114,5,6,4,50,1
125,16,5,2,53,1
760,5,6,2,35,1
192,3,7,3,54,1
966,19,4,1,23,1
964,2,2,1,41,1
877,18,2,3,21,1
654,17,1,2,9,1
522,3,7,0,3,0
466,7,0,1,7,0
354,16,7,3,38,1
785,4,2,0,57,1
546,12,8,2,14,1
340,0,1,3,7,0
989,12,9,1,28,1
151,3,8,0,41,1
316,13,5,0,38,1
916,2,0,1,50,1
671,4,4,0,34,1
891,6,9,1,40,1
991,0,8,3,47,1
826,11,5,4,13,1
52,10,6,2,31,1
134,7,3,3,6,1
843,5,0,2,43,1
377,1,4,2,32,1
865,18,1,1,47,1
499,19,7,4,34,1
503,19,3,2,26,1
973,13,0,2,0,0
678,0,9,3,5,1
270,9,6,4,1,1
203,15,1,4,6,1
714,3,2,2,7,0
61,10,8,4,44,1
182,15,8,3,28,1
353,19,1,1,15,1
342,0,2,2,28,1
349,15,8,0,30,1
789,18,0,2,21,1
832,8,1,2,52,1
92,8,1,1,9,1
993,8,9,0,3,1
392,16,2,0,24,1
375,11,9,0,55,1
863,12,2,1,52,1
547,7,9,4,12,1
413,15,1,0,16,1
940,17,7,4,39,1
476,0,7,3,7,1
70,0,7,1,22,1
456,11,1,4,6,1
668,5,8,0,31,1
385,8,6,0,23,1
864,4,4,4,0,0
166,15,6,4,46,1
173,17,7,3,46,1
448,16,8,1,59,1
842,17,1,2,50,1
853,0,5,3,35,1
764,18,8,3,26,1
100,7,5,3,5,1
832,2,1,0,41,1
373,4,0,4,30,1
838,7,2,1,11,1
190,18,4,0,25,1
519,17,6,3,24,1
836,17,9,1,3,1
851,0,9,0,5,0
383,14,2,2,56,1
942,17,8,3,45,1
422,6,9,0,12,1
613,15,3,0,24,1
543,15,9,3,30,1
588,14,1,2,21,1
718,5,2,4,52,1
800,8,4,2,34,1
205,6,2,3,20,1
340,13,4,4,14,1
697,10,3,0,2,0
193,15,9,2,36,1
155,5,2,2,44,1
469,15,5,4,25,1
719,19,7,0,57,1
707,15,3,2,46,1
51,11,8,4,16,1
994,16,5,2,37,1
638,4,4,0,54,1
693,12,2,0,49,1
139,7,4,1,34,1
394,4,4,4,57,1
399,11,3,3,40,1
508,8,5,2,7,1
312,2,2,0,51,1
400,2,9,2,10,1
157,0,0,2,59,1
635,17,6,3,23,1
88,11,6,0,42,1
958,8,3,1,7,1
208,8,8,4,53,1
632,17,1,2,29,1
361,17,0,3,0,1
290,6,2,3,33,1
987,3,6,4,19,1
494,12,8,4,35,1
347,16,1,0,33,1
85,1,5,2,56,1
133,13,2,2,33,1
501,2,4,4,12,1
935,4,8,1,53,1
824,13,2,2,52,1
871,2,0,3,51,1
434,6,4,4,5,1
221,17,0,2,35,1
425,12,7,0,24,1
734,9,6,4,26,1
411,12,1,3,57,1
608,15,8,0,46,1
940,8,4,4,54,1
190,1,6,4,30,1
936,4,3,2,2,0
967,16,0,0,27,1
167,3,7,4,57,1
326,16,0,3,3,1
775,8,2,0,16,1
269,19,5,2,37,1
954,1,7,1,33,1
75,17,7,4,19,1
570,10,1,1,12,1
832,12,8,4,46,1
59,7,3,2,4,1
427,0,3,2,59,1
682,16,1,2,23,1
686,11,0,2,50,1
731,3,9,0,37,1
633,12,6,0,16,1
201,8,9,4,56,1
769,6,2,0,30,1
98,4,3,4,27,1
203,4,8,0,0,0
908,16,5,0,1,1
342,8,0,0,32,1
629,5,8,3,39,1
99,18,8,2,28,1
713,15,4,3,3,1
580,1,7,0,17,1
661,9,6,0,54,1
109,15,7,3,23,1
216,4,8,4,31,1
251,14,1,2,8,1
906,12,9,4,46,1
195,12,4,2,15,1
964,12,7,1,20,1
725,14,2,2,29,1
488,13,5,4,2,1
291,7,5,2,32,1
630,10,6,1,30,1
736,17,2,1,55,1
610,3,7,0,44,1
532,9,7,1,13,1
157,0,8,3,5,1
275,4,7,4,4,1
722,12,2,3,28,1
680,0,5,3,54,1
710,7,8,4,36,1
711,2,0,3,58,1
481,2,2,3,35,1
854,6,1,3,20,1
704,3,7,1,11,1
468,2,5,4,45,1
504,14,9,4,58,1
209,7,7,4,22,1
572,2,1,3,13,1
699,6,5,1,42,1
639,17,6,4,53,1
126,10,7,2,41,1
558,10,8,4,9,1
490,16,4,0,59,1
303,5,2,2,26,1
970,7,1,4,40,1
819,0,7,3,57,1
369,9,0,4,1,0
852,18,9,1,13,1
312,2,5,1,6,0
646,3,1,4,16,1
707,10,2,3,55,1
884,14,7,3,19,1
603,0,0,3,7,0
423,8,5,4,55,1
686,10,2,4,19,1
216,18,5,0,35,1
986,12,2,1,4,1
802,15,7,2,12,1
508,3,4,2,38,1
329,0,3,1,37,1
749,19,8,0,16,1
351,12,4,1,5,1
580,0,3,0,18,1
629,4,7,0,24,1
267,4,7,3,2,1
151,13,7,1,40,1
603,13,3,2,52,1
337,7,0,4,27,1
216,3,1,4,25,1
670,6,3,1,46,1
85,19,9,4,7,1
793,18,1,0,56,1
790,14,9,4,56,1
402,3,2,0,54,1
725,18,8,0,57,1
948,8,8,2,14,1
122,12,8,4,0,1
697,13,6,2,39,1
402,13,3,4,22,1
940,9,0,0,35,1
119,15,2,4,53,1
474,4,7,2,41,1
757,5,3,3,15,1
830,1,9,2,49,1
610,12,9,3,3,1
877,12,1,1,7,1
691,18,7,2,35,1
566,17,6,4,9,1
477,18,9,3,51,1
588,0,8,4,29,1
209,7,1,3,35,1
198,15,4,2,15,1
825,1,5,2,29,1
279,7,1,4,43,1
761,5,1,2,9,1
611,15,9,4,56,1
116,10,3,0,10,1
861,16,7,3,33,1
430,18,4,4,15,1
107,10,8,3,54,1
308,7,3,0,18,1
391,3,2,3,43,1
887,10,9,4,3,1
179,7,7,2,48,1
776,8,0,3,43,1
221,1,8,3,30,1
819,15,3,0,47,1
663,5,8,1,34,1
258,18,7,2,33,1
852,7,2,4,25,1
403,13,2,0,38,1
520,15,8,4,5,1
847,11,2,4,32,1
165,4,3,3,46,1
313,18,8,0,26,1
711,17,3,0,11,1
861,8,2,2,44,1
491,1,6,1,7,0
597,19,5,4,8,1
502,11,0,2,0,0
894,1,9,2,4,1
526,9,7,4,6,1
336,0,0,3,17,1
352,3,3,3,53,1
360,11,5,4,39,1
257,8,5,0,23,1
667,3,6,1,25,1
495,8,4,3,9,1
719,5,4,1,39,1
682,0,3,2,43,1
104,9,5,2,47,1
961,13,6,4,11,1
61,17,9,4,53,1
706,5,9,4,21,1
449,17,0,3,26,1
957,19,8,1,2,1
697,15,7,2,17,1
564,14,6,1,4,1
705,15,8,3,13,1
591,7,2,1,24,1
286,12,9,1,51,1
328,10,3,4,30,1
397,6,6,1,20,1
676,16,5,1,47,1
153,17,1,1,53,1
679,18,1,0,58,1
566,12,9,2,37,1
921,14,6,2,47,1
297,0,8,1,19,1
413,15,8,4,13,1
370,4,6,4,19,1
682,2,7,4,55,1
335,9,9,2,36,1
198,18,2,3,45,1
133,4,0,1,29,1
455,6,6,2,42,1
505,13,7,4,52,1
792,2,1,2,40,1
849,12,8,2,19,1
210,12,3,2,6,1
833,9,9,4,4,1
509,1,8,3,30,1
599,5,2,0,28,1
549,7,7,1,14,1
787,3,1,1,24,1
558,11,2,2,12,1
703,14,0,3,43,1
853,7,4,4,23,1
530,6,3,0,14,1
712,13,0,0,23,1
163,18,9,2,57,1
798,13,8,2,25,1
627,12,5,4,18,1
410,0,5,4,56,1
390,18,1,4,23,1
819,0,6,2,18,1
810,3,8,3,41,1
498,9,5,2,16,1
892,2,7,2,47,1
884,19,4,0,4,1
229,8,1,4,3,1
751,2,3,1,55,1
456,5,0,4,21,1
715,5,0,3,9,1
245,11,5,3,20,1
515,0,1,4,24,1
360,15,5,4,5,1
311,4,0,2,29,1
468,8,9,1,28,1
455,9,2,2,10,1
988,12,8,0,10,1
192,14,1,0,58,1
391,11,7,3,47,1
365,4,5,3,45,1
150,4,5,1,26,1
293,17,6,3,18,1
539,11,4,0,21,1
61,2,3,1,27,1
288,6,5,0,58,1
610,16,7,4,59,1
91,18,3,4,3,1
727,17,4,1,36,1
643,0,6,2,53,1
478,4,5,3,56,1
852,1,3,1,18,1
207,0,3,3,16,1
265,6,9,0,49,1
719,10,3,2,39,1
511,10,0,3,35,1
183,17,4,4,22,1
116,16,7,4,49,1
897,1,6,0,27,1
56,6,4,1,10,1
997,6,2,3,57,1
575,9,0,0,13,1
122,2,6,4,12,1
448,11,2,4,23,1
454,2,3,4,57,1
724,10,4,2,15,1
627,11,7,2,27,1
908,3,6,4,29,1
179,15,8,1,43,1
980,19,2,2,40,1
515,17,9,3,38,1
255,3,0,2,41,1
837,5,0,3,26,1
817,14,9,2,16,1
315,0,0,4,49,1
586,2,1,3,56,1
842,4,1,1,25,1
302,16,6,2,6,1
871,13,8,2,58,1
338,8,7,4,34,1
213,2,3,3,14,1
144,12,1,4,15,1
831,2,2,3,20,1
882,10,9,2,16,1
159,1,4,2,44,1
385,14,8,2,25,1
871,12,7,2,34,1
287,18,2,0,58,1
430,15,8,2,19,1
485,17,9,2,19,1
948,6,2,3,22,1
532,12,9,2,4,1
986,3,7,2,8,1
951,8,0,3,22,1
74,9,3,2,17,1
702,8,3,2,28,1
166,6,5,4,10,1
531,14,1,0,42,1
441,7,6,3,47,1
966,18,4,4,7,1
586,10,9,1,26,1
128,4,5,1,1,0
629,1,5,0,22,1
222,9,5,1,20,1
61,15,9,0,9,1
849,12,7,1,37,1
177,7,9,1,58,1
657,8,3,4,3,1
141,10,9,1,20,1
702,10,7,0,59,1
592,15,8,2,36,1
895,9,3,2,54,1
581,11,0,2,42,1
707,5,2,0,11,1
877,11,0,0,47,1
496,9,6,2,51,1
439,17,0,1,52,1
721,17,3,2,45,1
910,3,0,3,13,1
92,8,1,0,51,1
303,6,0,3,19,1
179,17,4,3,46,1
109,7,6,0,7,1
712,10,2,2,26,1
516,6,7,4,36,1
336,8,4,3,40,1
566,7,4,2,20,1
516,2,4,4,47,1
979,16,7,3,55,1
827,1,1,2,34,1
394,14,1,3,43,1
691,13,7,2,38,1
431,17,8,1,48,1
828,15,9,1,14,1
739,19,9,0,46,1
302,3,1,4,11,1
976,19,3,3,52,1
105,5,7,3,33,1
512,5,1,2,7,0
506,10,3,4,59,1
132,16,9,3,53,1
954,2,0,4,36,1
148,12,1,4,29,1
198,2,6,1,2,0
378,15,0,3,29,1
205,14,0,3,28,1
239,10,1,0,0,0
543,17,3,4,15,1
932,14,6,2,41,1
312,4,3,1,30,1
129,15,4,0,57,1
449,15,3,1,9,1
813,16,3,2,29,1
658,8,8,0,42,1
309,2,5,1,25,1
821,19,2,2,11,1
664,12,5,0,39,1
601,2,6,2,58,1
834,6,6,0,4,1
150,5,7,3,8,1
408,8,3,3,10,1
429,11,0,1,46,1
869,14,5,4,22,1
270,19,7,4,16,1
869,2,4,2,42,1
469,9,2,0,12,1
173,0,3,3,16,1
471,18,7,4,22,1
280,18,5,3,58,1
739,12,4,2,38,1
112,11,8,2,8,1
534,0,9,0,17,1
677,18,2,4,54,1
752,15,6,2,17,1
623,14,8,2,29,1
817,15,3,3,41,1
532,10,9,1,43,1
568,5,9,4,25,1
204,10,2,0,17,1
141,2,0,0,20,1
575,14,8,3,40,1
504,0,0,0,40,1
790,6,1,2,41,1
647,0,8,4,32,1
694,16,4,0,42,1
559,8,3,4,13,1
232,12,8,0,54,1
435,10,8,1,57,1
623,19,1,1,9,1
780,5,2,4,27,1
454,0,2,1,13,1
295,6,4,1,18,1
791,11,2,2,25,1
640,19,9,0,9,1
710,18,5,1,16,1
699,16,1,4,33,1
520,3,5,2,53,1
875,2,5,1,13,1
937,0,1,4,25,1
472,17,5,0,49,1
950,14,5,1,33,1
114,7,5,4,51,1
62,0,4,4,18,1
262,19,6,3,23,1
291,13,4,4,30,1
542,3,0,3,39,1
262,4,8,0,5,1
742,12,2,0,19,1
387,14,1,2,38,1
222,5,9,3,56,1
721,0,5,4,44,1
213,18,7,2,33,1
514,12,1,2,21,1
546,5,3,0,6,0
749,14,1,4,32,1
444,15,8,3,5,1
752,15,9,0,15,1
966,9,1,2,7,1
357,8,9,1,44,1
817,8,1,2,22,1
232,16,4,1,17,1
678,16,4,0,13,1
843,16,6,3,49,1
559,11,0,4,35,1
757,12,1,1,14,1
595,11,5,4,4,1
613,13,1,0,52,1
673,9,3,0,45,1
813,18,9,0,47,1
643,1,5,3,14,1
793,3,6,1,10,1
276,18,9,4,1,1
794,6,4,2,22,1
782,14,7,0,23,1
485,14,5,4,17,1
974,5,4,4,3,1
471,2,3,3,14,1
603,5,5,1,11,1
70,15,5,3,58,1
603,1,5,3,58,1
446,6,0,4,2,0
674,10,5,1,31,1
154,6,0,1,35,1
241,3,4,1,20,1
66,19,6,0,47,1
169,6,0,1,5,0
442,3,0,4,1,0
474,11,5,0,57,1
178,4,6,2,53,1
179,18,5,3,8,1
621,4,4,1,11,1
609,18,5,2,43,1
78,2,2,1,58,1
146,10,8,3,23,1
59,6,4,4,13,1
291,16,1,4,48,1
875,8,9,3,40,1
281,8,9,2,11,1
838,9,6,0,26,1
333,12,2,0,9,1
764,14,0,1,42,1
808,4,2,3,1,0
851,2,8,3,30,1
825,7,4,0,27,1
775,19,6,2,15,1
249,9,2,3,58,1
994,12,3,4,0,1
128,2,0,4,21,1
962,7,2,3,0,0
904,8,6,2,30,1
905,11,3,4,21,1
222,10,1,2,33,1
516,1,4,0,11,1
630,17,4,1,58,1
465,8,1,0,54,1
989,1,5,1,22,1
498,1,9,4,27,1
136,2,3,1,51,1
150,15,0,1,49,1
57,18,2,3,11,1
894,3,8,1,26,1
249,17,9,3,22,1
554,19,6,1,0,1
136,17,5,3,59,1
92,9,0,4,58,1
434,10,8,4,42,1
670,16,8,1,1,1
484,19,0,2,43,1
457,15,5,4,30,1
532,19,6,0,1,1
713,12,1,0,48,1
66,1,9,3,24,1
694,1,7,2,37,1
197,13,7,3,47,1
326,3,5,1,18,1
281,16,8,4,27,1
875,12,2,2,5,1
976,3,1,3,38,1
415,2,1,3,18,1
277,11,5,0,51,1
700,7,6,1,57,1
485,1,5,3,16,1
448,5,2,0,5,0
260,9,4,2,14,1
440,11,7,3,21,1
548,9,5,0,40,1
589,9,1,1,33,1
612,2,6,4,4,1
540,19,7,2,52,1
491,9,3,3,22,1
310,8,0,0,4,0
822,19,1,3,43,1
399,18,3,4,9,1
401,13,6,3,3,1
569,1,1,3,11,1
369,4,5,0,46,1
187,19,1,4,9,1
599,7,6,2,59,1
672,6,1,0,29,1
417,5,2,4,49,1
269,10,8,4,23,1
386,11,3,3,4,1
272,17,4,1,12,1
697,18,8,1,35,1
817,9,6,2,8,1
409,13,7,3,17,1
970,2,2,1,34,1
378,17,3,0,30,1
512,14,6,2,23,1
995,5,3,3,42,1
610,9,1,0,3,0
853,11,9,1,40,1
431,6,5,1,25,1
885,16,8,1,43,1
639,0,1,1,57,1
666,17,0,4,41,1
218,14,7,2,9,1
266,18,0,2,40,1
427,0,0,1,41,1
168,4,2,2,8,1
239,14,4,0,0,1
816,2,8,0,53,1
419,0,9,2,15,1
827,7,1,1,57,1
198,11,0,3,45,1
725,18,0,1,12,1
701,11,7,4,37,1
908,12,9,3,13,1
537,0,9,4,39,1
819,18,9,2,22,1
423,5,1,4,54,1
830,7,8,2,17,1
742,3,8,4,27,1
209,4,1,3,58,1
400,6,2,4,19,1
961,3,1,1,0,0
337,19,5,2,11,1
337,3,6,0,26,1
941,14,5,4,42,1
275,4,2,2,12,1
572,8,2,0,54,1
571,1,1,2,3,0
832,6,1,2,24,1
322,16,4,0,5,1
985,15,7,0,53,1
451,16,5,3,56,1
232,19,8,4,44,1
714,1,4,4,55,1
537,10,9,2,21,1
876,1,3,1,44,1
895,0,8,1,37,1
173,1,9,2,53,1
675,8,4,3,35,1
839,1,0,0,52,1
463,14,4,2,2,1
774,9,4,4,56,1
221,14,4,1,14,1
337,9,1,1,10,1
484,16,5,1,33,1
735,8,4,3,26,1
162,17,1,4,22,1
937,3,9,3,16,1
966,8,7,0,57,1
171,15,5,2,59,1
593,3,9,2,22,1
271,15,2,1,33,1
680,18,8,1,20,1
88,0,3,0,32,1
546,5,2,3,4,0
829,9,6,4,58,1
282,15,7,0,51,1
992,3,6,2,16,1
579,12,0,2,59,1
198,15,0,3,0,1
446,19,4,0,6,1
710,5,7,4,2,1
687,10,9,0,25,1
953,2,2,0,15,1
351,19,7,3,15,1
409,9,2,4,43,1
287,0,3,2,40,1
696,19,9,1,56,1
712,10,6,4,13,1
285,11,2,2,43,1
785,13,3,3,25,1
252,7,7,4,26,1
305,10,3,4,56,1
647,3,8,2,47,1
711,6,3,2,16,1
284,9,3,0,43,1
394,18,4,0,3,1
583,3,0,4,16,1
909,1,6,1,32,1
846,17,8,3,29,1
830,13,8,2,56,1
515,15,0,0,20,1
819,10,5,3,16,1
590,9,2,4,10,1
262,16,3,2,50,1
512,13,7,2,54,1
485,3,3,0,29,1
332,18,7,1,17,1
611,1,3,2,19,1
656,6,8,1,33,1
512,8,5,3,40,1
456,18,0,2,27,1
137,15,9,2,8,1
93,15,1,1,43,1
510,17,6,0,30,1
327,10,9,4,44,1
732,6,6,3,15,1
470,8,2,2,30,1
750,3,0,0,28,1
402,12,7,2,12,1
745,3,9,3,22,1
564,18,9,4,13,1
752,1,6,2,38,1
679,8,9,1,1,1
68,11,7,0,11,1
72,1,0,4,57,1
462,5,2,2,27,1
79,4,1,4,31,1
856,4,0,1,55,1
157,19,4,2,48,1
416,4,2,4,23,1
330,3,9,2,36,1
177,8,7,2,28,1
278,9,5,4,51,1
160,15,9,2,41,1
185,9,8,1,17,1
411,9,8,4,2,1
235,18,5,4,12,1
705,9,1,1,12,1
633,5,8,1,41,1
178,16,1,1,28,1
925,4,2,2,1,0
310,5,5,2,58,1
564,14,1,3,27,1
498,18,4,2,47,1
949,17,1,1,3,1
153,3,3,3,50,1
532,7,2,1,4,0
273,15,4,0,38,1
881,18,5,4,40,1
923,19,6,0,4,1
915,2,9,1,7,1
540,9,7,2,33,1
522,1,8,4,53,1
59,3,3,2,55,1
454,5,3,2,24,1
945,10,6,4,26,1
351,13,9,4,51,1
280,15,9,0,51,1
780,18,8,1,6,1
972,1,1,2,35,1
115,16,5,1,31,1
986,8,9,1,20,1
161,16,9,3,46,1
